datetime,cpu,mem,,
Mon Oct 16 14:31:29 GMT 2023,38,164452,,152160.1104
Mon Oct 16 14:31:30 GMT 2023,38,174714,,
Mon Oct 16 14:31:31 GMT 2023,38,187182,,
Mon Oct 16 14:31:32 GMT 2023,38,211786,,
Mon Oct 16 14:31:32 GMT 2023,38,202476,,
Mon Oct 16 14:31:33 GMT 2023,38,203756,,
Mon Oct 16 14:31:34 GMT 2023,38,203830,,
Mon Oct 16 14:31:34 GMT 2023,38,205495,,
Mon Oct 16 14:31:35 GMT 2023,38,205248,,
Mon Oct 16 14:31:36 GMT 2023,38,173417,,
Mon Oct 16 14:31:37 GMT 2023,38,165382,,
Mon Oct 16 14:31:38 GMT 2023,38,164924,,
Mon Oct 16 14:31:38 GMT 2023,38,159618,,
Mon Oct 16 14:31:39 GMT 2023,38,158871,,
Mon Oct 16 14:31:40 GMT 2023,38,158552,,
Mon Oct 16 14:31:40 GMT 2023,38,158209,,
Mon Oct 16 14:31:41 GMT 2023,38,157935,,
Mon Oct 16 14:31:42 GMT 2023,38,157456,,
Mon Oct 16 14:31:42 GMT 2023,38,156713,,
Mon Oct 16 14:31:43 GMT 2023,38,153846,,
Mon Oct 16 14:31:44 GMT 2023,38,153018,,
Mon Oct 16 14:31:44 GMT 2023,38,152922,,
Mon Oct 16 14:31:45 GMT 2023,38,152947,,
Mon Oct 16 14:31:46 GMT 2023,38,152839,,
Mon Oct 16 14:31:46 GMT 2023,38,152615,,
Mon Oct 16 14:31:47 GMT 2023,38,152517,,
Mon Oct 16 14:31:48 GMT 2023,38,152370,,
Mon Oct 16 14:31:49 GMT 2023,38,152248,,
Mon Oct 16 14:31:49 GMT 2023,38,151892,,
Mon Oct 16 14:31:50 GMT 2023,38,150539,,
Mon Oct 16 14:31:51 GMT 2023,38,150498,,
Mon Oct 16 14:31:51 GMT 2023,38,150410,,
Mon Oct 16 14:31:52 GMT 2023,38,150556,,
Mon Oct 16 14:31:53 GMT 2023,38,150749,,
Mon Oct 16 14:31:53 GMT 2023,38,150553,,
Mon Oct 16 14:31:54 GMT 2023,38,150554,,
Mon Oct 16 14:31:55 GMT 2023,38,150457,,
Mon Oct 16 14:31:56 GMT 2023,38,150246,,
Mon Oct 16 14:31:56 GMT 2023,38,150219,,
Mon Oct 16 14:31:57 GMT 2023,38,150209,,
Mon Oct 16 14:31:58 GMT 2023,38,150237,,
Mon Oct 16 14:31:58 GMT 2023,38,150208,,
Mon Oct 16 14:31:59 GMT 2023,38,150459,,
Mon Oct 16 14:32:00 GMT 2023,38,151815,,
Mon Oct 16 14:32:00 GMT 2023,38,151440,,
Mon Oct 16 14:32:01 GMT 2023,38,152990,,
