frame_start,frame_end,frame_time,is_delayed
594597765313408,594597784994401,19680993,True
594597731946645,594597752133824,20187179,True
594597781996566,594597796127670,14131104,False
594598449328944,594598462439785,13110841,False
594610944994462,594610971582045,26587583,True
594597748629990,594597765224439,16594449,True
594602620273394,594602640349705,20076311,True
594598883092720,594598900942361,17849641,True
594598466012199,594598478129515,12117316,False
594598065615525,594598072139708,6524183,False
594602086393642,594602103069436,16675794,True
594598132349839,594598148931631,16581792,True
594597281491833,594597455647978,174156145,True
594598516062447,594598525150939,9088492,False
594603771259328,594603791521050,20261722,True
594598098981917,594598117884862,18902945,True
594603837995951,594603850094666,12098715,False
594598899775826,594598915177823,15401997,False
594597698580165,594597730930593,32350428,True
594602470120597,594602482812205,12691608,False
594598432645509,594598442927208,10281699,False
594602737060415,594602763216166,26155751,True
594599116728186,594599125419092,8690906,False
594603821309002,594603830460166,9151164,False
594603787942669,594603798540166,10597497,False
594597515060577,594597713395208,198334631,True
594610961678119,594610976470699,14792580,False
594602119761560,594602129709282,9947722,False
594597465010142,594597508072670,43062528,True
594602103077926,594602114983436,11905510,False
