frame_start,frame_end,frame_time,is_delayed
596056933613285,596056945475742,11862457,False
596054481168251,596054496828436,15660185,False
596054831517530,596054844800628,13283098,False
596053430074811,596053455664590,25589779,True
596058034622811,596058045226356,10603545,False
596057016984271,596057026997972,10013701,False
596054464485040,596054489557474,25072434,True
596053813829712,596053840158359,26328647,True
596061754976057,596061781915815,26939758,True
596053229795951,596053412973821,183177870,True
596053480156308,596053488812552,8656244,False
596057150444336,596057170785934,20341598,True
596058017940008,596058027526395,9586387,False
596054864884490,596054877062012,12177522,False
596056649996289,596056661325934,11329645,False
596061771659265,596061792926084,21266819,True
596053179790551,596053215073013,35282462,True
596053463411720,596053483296744,19885024,True
596054514534911,596054533323320,18788409,True
596058001257169,596058013348279,12091110,False
596056616630004,596056627920973,11290969,False
596053046425501,596053176124744,129699243,True
596054848201418,596054861015089,12813671,False
596057133761776,596057148482088,14720312,False
596054447801239,596054471368936,23567697,True
596057167126685,596057183727318,16600633,True
596053863879788,596053879438513,15558725,False
596056633313589,596056644704357,11390768,False
596054431118068,596054449191474,18073406,True
596053396738740,596053417626321,20887581,True
596061788342495,596061812694623,24352128,True
596057967892140,596057981959779,14067639,False
