frame_start,frame_end,frame_time,is_delayed
595221696479191,595221701300339,4821148,False
595221679795207,595221685152224,5357017,False
595221362799872,595221460184724,97384852,True
595221813265209,595221819131647,5866438,False
595225200052740,595225211188260,11135520,False
595224165623918,595224178918683,13294765,False
595227218530858,595227232548143,14017285,False
595228152790853,595228170208911,17418058,True
595221379483718,595221478037878,98554160,True
595221729846688,595221734110916,4264228,False
595226901847995,595226922256297,20408302,True
595221763214557,595221768766608,5552051,False
595223798564732,595223822437299,23872567,True
595227351992080,595227363310796,11318716,False
595234892717978,595234919397714,26679736,True
595224566049490,595224580162029,14112539,False
595234909400850,595234930806445,21405595,True
595221079175837,595221285159570,205983733,True
595221646427291,595221651287608,4860317,False
595221479587719,595221523851416,44263697,True
595221579691176,595221584804916,5113740,False
595221796581356,595221805503762,8922406,False
595223848618016,595223854024299,5406283,False
595221713162929,595221720954070,7791141,False
595221596375235,595221601376070,5000835,False
595234926084013,595234937750099,11666086,False
595224649470729,595224662420760,12950031,False
595221312748013,595221348240416,35492403,True
595223514928446,595223535457222,20528776,True
595223831933428,595223845091607,13158179,False
595226935214060,595226944451028,9236968,False
595226918529306,595226932203451,13674145,False
595221896678011,595221908085454,11407443,False
595224115570121,595224122543683,6973562,False
595221563007033,595221567864262,4857229,False
595224549365345,595224562460145,13094800,False
595224582733492,595224595768606,13035114,False
595224983153137,595224994340683,11187546,False
595221462904287,595221513852685,50948398,True
595221629743266,595221634600108,4856842,False
595221779897626,595221785677031,5779405,False
595223531612747,595223794801337,263188590,True
595228202840488,595228213260142,10419654,False
595221746530538,595221754291685,7761147,False
595227052004963,595227062376258,10371295,False
595228219523885,595228229490796,9966911,False
595221179277996,595221344504301,165226305,True
595223815249478,595223834776491,19527013,True
595221663111277,595221669884954,6773677,False
595221346115731,595221386553455,40437724,True
595221613059254,595221617583108,4523854,False
595221829942421,595221895258916,65316495,True
595224933100360,595224943040029,9939669,False
595221546323067,595221551299301,4976234,False
595221529639262,595221538295993,8656731,False
595220895653194,595221155857955,260204761,True
