frame_start,frame_end,frame_time,is_delayed
597633015114699,597633028138960,13024261,False
597647829619244,597647884828065,55208821,True
597636952512149,597636964879073,12366924,False
597647862985488,597647890501411,27515923,True
597687652091651,597687660955998,8864347,False
597632881641801,597632906739191,25097390,True
597637119350687,597637132132150,12781463,False
597686284421700,597686299247692,14825992,False
597683464950672,597683515996847,51046175,True
597686701503179,597686715653653,14150474,False
597634349834241,597634368811421,18977180,True
597633715843730,597633740883691,25039961,True
597632276927630,597632523247345,246319715,True
597682347184499,597682364190194,17005695,True
597683314810979,597683334279001,19468022,True
597683498317938,597683553292886,54974948,True
597633732527531,597633747803998,15276467,False
597687602040435,597687618543152,16502717,True
597636735619432,597636748538304,12918872,False
597636752303857,597636768555765,16251908,True
597686584719645,597686679481537,94761892,True
597634800296699,597634812547921,12251222,False
597686551352722,597686565896691,14543969,False
597686301104819,597686312966307,11861488,False
597683998791858,597684024494770,25702912,True
597683565052166,597683592943963,27891797,True
597687635408569,597687645903383,10494814,False
597684515987558,597684526139539,10151981,False
597634216362490,597634236483960,20121470,True
597634816981019,597634827719575,10738556,False
597683815301944,597683828735347,13433403,False
597686267737971,597686283393192,15655221,False
597632581327557,597632901919653,320592096,True
597688202638150,597688218491844,15853694,False
597637102667099,597637113287573,10620474,False
597683848667669,597683861476155,12808486,False
597681246089919,597681280901772,34811853,True
597683982130288,597683992592001,10461713,False
597638187116414,597638200149418,13033004,False
597683865350954,597683875464270,10113316,False
597637136034612,597637147446034,11411422,False
597638220483749,597638230413495,9929746,False
597683548368279,597683575350040,26981761,True
597632531274712,597632576362461,45087749,True
597632998430830,597633023480191,25049361,True
597632915009984,597632997501422,82491438,True
597638120382021,597638140582418,20200397,True
597633799263106,597633805949729,6686623,False
597683831985041,597683843518463,11533422,False
597634650141814,597634663285267,13143453,False
597638103698413,597638131118918,27420505,True
597688219321718,597688228630190,9308472,False
597634249730480,597634264580921,14850441,False
597633031798717,597633039868730,8070013,False
