frame_start,frame_end,frame_time,is_delayed
598050975651483,598050996903392,21251909,True
598062720515239,598062766432768,45917529,True
598050925600844,598050945027931,19427087,True
598067625339213,598067690240419,64901206,True
598062970753383,598062980864845,10111462,False
598050641979644,598050830429238,188449594,True
598051859856247,598051896837122,36980875,True
598061369194507,598061396344000,27149493,True
598057115041215,598057127897965,12856750,False
598053311286532,598053381797237,70510705,True
598052694014668,598052709165237,15150569,False
598053294603799,598053313680467,19076668,True
598050858866299,598050924219354,65353055,True
598061836326232,598061917795538,81469306,True
598062820600438,598062845741691,25141253,True
598062853966560,598062875816422,21849862,True
598050808815079,598050834374277,25559198,True
598051876539518,598051926462815,49923297,True
598058199414539,598058224358387,24943848,True
598067591973104,598067601626496,9653392,False
598061736224256,598061851002884,114778628,True
598075432996738,598075457349721,24352983,True
598058266147153,598058275490925,9343772,False
598066390797058,598066406393189,15596131,False
598058783274353,598058813063887,29789534,True
598056848117830,598056861766003,13648173,False
598067008065949,598067017508188,9442239,False
598067608656327,598067621031957,12375630,False
598058282830276,598058292880041,10049765,False
598066974699846,598066988187496,13487650,False
598053277920954,598053290720506,12799552,False
598067575289583,598067591317342,16027759,True
598056731336568,598056743743888,12407320,False
598058249463907,598058259178964,9715057,False
598050408418108,598050584988854,176570746,True
598061919727716,598061931074961,11347245,False
598062937386993,598062957449076,20062083,True
598050591934186,598050624599316,32665130,True
598066991382667,598067005194958,13812291,False
598051926589569,598051937140007,10550438,False
598067692072486,598067708179149,16106663,True
598066407479477,598066419945266,12465789,False
598052710697505,598052724391737,13694232,False
598053261237595,598053275725429,14487834,False
598061802959130,598061858812154,55853024,True
598052794112363,598052804321891,10209528,False
598060384873302,598060399633424,14760122,False
598062887335592,598062911092307,23756715,True
598057098341119,598057112556311,14215192,False
598056714653067,598056730706542,16053475,True
598052677330871,598052690060929,12730058,False
598056647920343,598056722374619,74454276,True
598051009019228,598051015903238,6884010,False
598056931530901,598056945517080,13986179,False
