datetime,cpu,mem,,
Sun Oct 22 13:11:02 GMT 2023,24,159448,,139347.4527
Sun Oct 22 13:11:03 GMT 2023,24,170429,,
Sun Oct 22 13:11:03 GMT 2023,24,178736,,
Sun Oct 22 13:11:04 GMT 2023,24,211874,,
Sun Oct 22 13:11:05 GMT 2023,24,185656,,
Sun Oct 22 13:11:06 GMT 2023,24,185611,,
Sun Oct 22 13:11:07 GMT 2023,24,193468,,
Sun Oct 22 13:11:07 GMT 2023,24,192958,,
Sun Oct 22 13:11:08 GMT 2023,24,190358,,
Sun Oct 22 13:11:09 GMT 2023,24,165716,,
Sun Oct 22 13:11:10 GMT 2023,24,160740,,
Sun Oct 22 13:11:11 GMT 2023,24,156284,,
Sun Oct 22 13:11:11 GMT 2023,24,155657,,
Sun Oct 22 13:11:12 GMT 2023,24,154856,,
Sun Oct 22 13:11:13 GMT 2023,24,154552,,
Sun Oct 22 13:11:13 GMT 2023,24,147333,,
Sun Oct 22 13:11:14 GMT 2023,24,147250,,
Sun Oct 22 13:11:15 GMT 2023,24,139723,,
Sun Oct 22 13:11:15 GMT 2023,24,136146,,
Sun Oct 22 13:11:16 GMT 2023,24,136046,,
Sun Oct 22 13:11:17 GMT 2023,24,136110,,
Sun Oct 22 13:11:18 GMT 2023,24,136143,,
Sun Oct 22 13:11:18 GMT 2023,24,136200,,
Sun Oct 22 13:11:19 GMT 2023,24,136240,,
Sun Oct 22 13:11:20 GMT 2023,24,136319,,
Sun Oct 22 13:11:20 GMT 2023,24,136330,,
Sun Oct 22 13:11:21 GMT 2023,24,136398,,
Sun Oct 22 13:11:22 GMT 2023,24,136436,,
Sun Oct 22 13:11:22 GMT 2023,24,135054,,
Sun Oct 22 13:11:23 GMT 2023,24,135066,,
Sun Oct 22 13:11:24 GMT 2023,24,135110,,
Sun Oct 22 13:11:25 GMT 2023,24,135514,,
Sun Oct 22 13:11:25 GMT 2023,24,135333,,
Sun Oct 22 13:11:26 GMT 2023,24,135357,,
Sun Oct 22 13:11:27 GMT 2023,31,135254,,
Sun Oct 22 13:11:27 GMT 2023,31,135068,,
Sun Oct 22 13:11:28 GMT 2023,31,135065,,
Sun Oct 22 13:11:29 GMT 2023,31,135142,,
Sun Oct 22 13:11:29 GMT 2023,31,135162,,
Sun Oct 22 13:11:30 GMT 2023,31,135542,,
Sun Oct 22 13:11:31 GMT 2023,31,133886,,
Sun Oct 22 13:11:31 GMT 2023,31,133933,,
Sun Oct 22 13:11:32 GMT 2023,31,136218,,
Sun Oct 22 13:11:33 GMT 2023,31,135997,,
Sun Oct 22 13:11:33 GMT 2023,31,135970,,
Sun Oct 22 13:11:34 GMT 2023,31,137866,,
Sun Oct 22 13:11:35 GMT 2023,31,137911,,
Sun Oct 22 13:11:36 GMT 2023,31,138124,,
Sun Oct 22 13:11:36 GMT 2023,31,137971,,
Sun Oct 22 13:11:37 GMT 2023,31,137974,,
Sun Oct 22 13:11:38 GMT 2023,31,138044,,
Sun Oct 22 13:11:38 GMT 2023,31,138065,,
Sun Oct 22 13:11:39 GMT 2023,31,138099,,
Sun Oct 22 13:11:40 GMT 2023,31,138172,,
Sun Oct 22 13:11:40 GMT 2023,31,138218,,
Sun Oct 22 13:11:41 GMT 2023,31,138168,,
Sun Oct 22 13:11:42 GMT 2023,31,138324,,
Sun Oct 22 13:11:43 GMT 2023,31,138239,,
Sun Oct 22 13:11:43 GMT 2023,31,138268,,
Sun Oct 22 13:11:44 GMT 2023,31,138316,,
Sun Oct 22 13:11:45 GMT 2023,31,138371,,
Sun Oct 22 13:11:45 GMT 2023,31,138821,,
Sun Oct 22 13:11:46 GMT 2023,31,138820,,
Sun Oct 22 13:11:47 GMT 2023,31,138883,,
Sun Oct 22 13:11:47 GMT 2023,31,138948,,
Sun Oct 22 13:11:48 GMT 2023,31,139214,,
Sun Oct 22 13:11:49 GMT 2023,31,139079,,
Sun Oct 22 13:11:49 GMT 2023,31,139090,,
Sun Oct 22 13:11:50 GMT 2023,31,138825,,
Sun Oct 22 13:11:51 GMT 2023,31,138871,,
Sun Oct 22 13:11:51 GMT 2023,31,138905,,
Sun Oct 22 13:11:52 GMT 2023,31,139286,,
Sun Oct 22 13:11:53 GMT 2023,31,139349,,
Sun Oct 22 13:11:54 GMT 2023,31,139368,,
Sun Oct 22 13:11:54 GMT 2023,31,139772,,
Sun Oct 22 13:11:55 GMT 2023,31,139694,,
Sun Oct 22 13:11:56 GMT 2023,31,139728,,
Sun Oct 22 13:11:56 GMT 2023,31,139781,,
Sun Oct 22 13:11:57 GMT 2023,31,139825,,
Sun Oct 22 13:11:58 GMT 2023,31,139871,,
Sun Oct 22 13:11:58 GMT 2023,31,139927,,
Sun Oct 22 13:11:59 GMT 2023,31,141073,,
Sun Oct 22 13:12:00 GMT 2023,31,140089,,
Sun Oct 22 13:12:00 GMT 2023,31,140150,,
Sun Oct 22 13:12:01 GMT 2023,31,140550,,
Sun Oct 22 13:12:02 GMT 2023,31,142228,,
Sun Oct 22 13:12:02 GMT 2023,31,142181,,
Sun Oct 22 13:12:03 GMT 2023,31,141796,,
Sun Oct 22 13:12:04 GMT 2023,31,141167,,
Sun Oct 22 13:12:04 GMT 2023,31,140691,,
Sun Oct 22 13:12:05 GMT 2023,31,140016,,
Sun Oct 22 13:12:06 GMT 2023,31,140120,,
Sun Oct 22 13:12:06 GMT 2023,31,139965,,
Sun Oct 22 13:12:07 GMT 2023,31,139900,,
Sun Oct 22 13:12:08 GMT 2023,31,139920,,
Sun Oct 22 13:12:08 GMT 2023,31,140062,,
Sun Oct 22 13:12:09 GMT 2023,31,140085,,
Sun Oct 22 13:12:10 GMT 2023,31,139765,,
Sun Oct 22 13:12:10 GMT 2023,31,139360,,
Sun Oct 22 13:12:11 GMT 2023,31,138938,,
Sun Oct 22 13:12:12 GMT 2023,31,138964,,
Sun Oct 22 13:12:12 GMT 2023,31,138878,,
Sun Oct 22 13:12:13 GMT 2023,31,138764,,
Sun Oct 22 13:12:14 GMT 2023,31,134919,,
Sun Oct 22 13:12:14 GMT 2023,31,134243,,
Sun Oct 22 13:12:15 GMT 2023,31,133712,,
Sun Oct 22 13:12:16 GMT 2023,31,133742,,
Sun Oct 22 13:12:16 GMT 2023,31,133750,,
Sun Oct 22 13:12:17 GMT 2023,31,133771,,
Sun Oct 22 13:12:18 GMT 2023,31,133681,,
Sun Oct 22 13:12:18 GMT 2023,31,133813,,
Sun Oct 22 13:12:19 GMT 2023,31,133426,,
