datetime,cpu,mem,,
Sun Oct 22 12:53:39 GMT 2023,13,192050,,174105.973
Sun Oct 22 12:53:40 GMT 2023,13,186559,,
Sun Oct 22 12:53:41 GMT 2023,13,186513,,
Sun Oct 22 12:53:41 GMT 2023,13,186506,,
Sun Oct 22 12:53:42 GMT 2023,13,186328,,
Sun Oct 22 12:53:43 GMT 2023,13,186072,,
Sun Oct 22 12:53:43 GMT 2023,13,188504,,
Sun Oct 22 12:53:44 GMT 2023,13,188561,,
Sun Oct 22 12:53:45 GMT 2023,13,188587,,
Sun Oct 22 12:53:46 GMT 2023,13,187276,,
Sun Oct 22 12:53:46 GMT 2023,13,187563,,
Sun Oct 22 12:53:47 GMT 2023,13,187378,,
Sun Oct 22 12:53:48 GMT 2023,13,187158,,
Sun Oct 22 12:53:48 GMT 2023,13,187457,,
Sun Oct 22 12:53:49 GMT 2023,13,184301,,
Sun Oct 22 12:53:50 GMT 2023,13,183969,,
Sun Oct 22 12:53:51 GMT 2023,13,183970,,
Sun Oct 22 12:53:51 GMT 2023,13,184021,,
Sun Oct 22 12:53:52 GMT 2023,13,184072,,
Sun Oct 22 12:53:53 GMT 2023,13,184136,,
Sun Oct 22 12:53:53 GMT 2023,13,184109,,
Sun Oct 22 12:53:54 GMT 2023,13,184131,,
Sun Oct 22 12:53:55 GMT 2023,13,184188,,
Sun Oct 22 12:53:55 GMT 2023,13,184249,,
Sun Oct 22 12:53:56 GMT 2023,13,184280,,
Sun Oct 22 12:53:57 GMT 2023,13,184042,,
Sun Oct 22 12:53:57 GMT 2023,13,184273,,
Sun Oct 22 12:53:58 GMT 2023,13,184511,,
Sun Oct 22 12:53:59 GMT 2023,13,184422,,
Sun Oct 22 12:54:00 GMT 2023,13,181046,,
Sun Oct 22 12:54:00 GMT 2023,13,178375,,
Sun Oct 22 12:54:01 GMT 2023,13,175813,,
Sun Oct 22 12:54:02 GMT 2023,13,173153,,
Sun Oct 22 12:54:02 GMT 2023,13,173070,,
Sun Oct 22 12:54:03 GMT 2023,13,173185,,
Sun Oct 22 12:54:04 GMT 2023,13,172282,,
Sun Oct 22 12:54:04 GMT 2023,13,172279,,
Sun Oct 22 12:54:05 GMT 2023,13,172330,,
Sun Oct 22 12:54:06 GMT 2023,13,172391,,
Sun Oct 22 12:54:07 GMT 2023,13,172463,,
Sun Oct 22 12:54:07 GMT 2023,13,172158,,
Sun Oct 22 12:54:08 GMT 2023,13,172442,,
Sun Oct 22 12:54:09 GMT 2023,13,172208,,
Sun Oct 22 12:54:09 GMT 2023,13,172266,,
Sun Oct 22 12:54:10 GMT 2023,13,172316,,
Sun Oct 22 12:54:11 GMT 2023,13,172101,,
Sun Oct 22 12:54:11 GMT 2023,13,172078,,
Sun Oct 22 12:54:12 GMT 2023,13,172175,,
Sun Oct 22 12:54:13 GMT 2023,13,172236,,
Sun Oct 22 12:54:14 GMT 2023,13,172282,,
Sun Oct 22 12:54:14 GMT 2023,13,173197,,
Sun Oct 22 12:54:15 GMT 2023,13,173101,,
Sun Oct 22 12:54:16 GMT 2023,13,173139,,
Sun Oct 22 12:54:16 GMT 2023,13,173177,,
Sun Oct 22 12:54:17 GMT 2023,13,173180,,
Sun Oct 22 12:54:18 GMT 2023,13,173224,,
Sun Oct 22 12:54:18 GMT 2023,13,173272,,
Sun Oct 22 12:54:19 GMT 2023,13,173324,,
Sun Oct 22 12:54:20 GMT 2023,13,173392,,
Sun Oct 22 12:54:20 GMT 2023,13,174394,,
Sun Oct 22 12:54:21 GMT 2023,13,173788,,
Sun Oct 22 12:54:22 GMT 2023,13,173817,,
Sun Oct 22 12:54:22 GMT 2023,13,173862,,
Sun Oct 22 12:54:23 GMT 2023,13,173908,,
Sun Oct 22 12:54:24 GMT 2023,13,173901,,
Sun Oct 22 12:54:25 GMT 2023,13,173955,,
Sun Oct 22 12:54:25 GMT 2023,13,174009,,
Sun Oct 22 12:54:26 GMT 2023,13,174061,,
Sun Oct 22 12:54:27 GMT 2023,13,174281,,
Sun Oct 22 12:54:27 GMT 2023,13,174185,,
Sun Oct 22 12:54:28 GMT 2023,13,174198,,
Sun Oct 22 12:54:29 GMT 2023,13,174256,,
Sun Oct 22 12:54:29 GMT 2023,13,174316,,
Sun Oct 22 12:54:30 GMT 2023,13,174360,,
Sun Oct 22 12:54:31 GMT 2023,13,173265,,
Sun Oct 22 12:54:31 GMT 2023,13,173306,,
Sun Oct 22 12:54:32 GMT 2023,13,173308,,
Sun Oct 22 12:54:33 GMT 2023,13,173630,,
Sun Oct 22 12:54:33 GMT 2023,13,173464,,
Sun Oct 22 12:54:34 GMT 2023,13,173663,,
Sun Oct 22 12:54:35 GMT 2023,13,173012,,
Sun Oct 22 12:54:35 GMT 2023,13,173085,,
Sun Oct 22 12:54:36 GMT 2023,13,173136,,
Sun Oct 22 12:54:37 GMT 2023,13,173184,,
Sun Oct 22 12:54:37 GMT 2023,13,173261,,
Sun Oct 22 12:54:38 GMT 2023,13,173005,,
Sun Oct 22 12:54:39 GMT 2023,13,173127,,
Sun Oct 22 12:54:39 GMT 2023,13,172619,,
Sun Oct 22 12:54:40 GMT 2023,13,172579,,
Sun Oct 22 12:54:41 GMT 2023,13,172065,,
Sun Oct 22 12:54:42 GMT 2023,13,171981,,
Sun Oct 22 12:54:42 GMT 2023,13,172024,,
Sun Oct 22 12:54:43 GMT 2023,13,170391,,
Sun Oct 22 12:54:44 GMT 2023,13,170429,,
Sun Oct 22 12:54:44 GMT 2023,13,170418,,
Sun Oct 22 12:54:45 GMT 2023,13,169504,,
