datetime,cpu,mem,,
Sun Oct 22 16:13:45 GMT 2023,7.4,150404,,113588.9453
Sun Oct 22 16:13:46 GMT 2023,7.4,177295,,
Sun Oct 22 16:13:47 GMT 2023,7.4,187856,,
Sun Oct 22 16:13:47 GMT 2023,7.4,187080,,
Sun Oct 22 16:13:48 GMT 2023,7.4,192601,,
Sun Oct 22 16:13:49 GMT 2023,7.4,194654,,
Sun Oct 22 16:13:49 GMT 2023,7.4,194644,,
Sun Oct 22 16:13:50 GMT 2023,7.4,210518,,
Sun Oct 22 16:13:51 GMT 2023,7.4,209963,,
Sun Oct 22 16:13:52 GMT 2023,7.4,209785,,
Sun Oct 22 16:13:53 GMT 2023,7.4,208731,,
Sun Oct 22 16:13:54 GMT 2023,7.4,201476,,
Sun Oct 22 16:13:55 GMT 2023,7.4,205260,,
Sun Oct 22 16:13:56 GMT 2023,7.4,208001,,
Sun Oct 22 16:13:57 GMT 2023,7.4,202706,,
Sun Oct 22 16:13:58 GMT 2023,7.4,184962,,
Sun Oct 22 16:13:59 GMT 2023,7.4,165949,,
Sun Oct 22 16:14:00 GMT 2023,7.4,154242,,
Sun Oct 22 16:14:01 GMT 2023,7.4,130397,,
Sun Oct 22 16:14:02 GMT 2023,7.4,123528,,
Sun Oct 22 16:14:03 GMT 2023,7.4,115576,,
Sun Oct 22 16:14:04 GMT 2023,7.4,114363,,
Sun Oct 22 16:14:04 GMT 2023,7.4,113776,,
Sun Oct 22 16:14:05 GMT 2023,7.4,111146,,
Sun Oct 22 16:14:06 GMT 2023,7.4,109244,,
Sun Oct 22 16:14:07 GMT 2023,7.4,107168,,
Sun Oct 22 16:14:07 GMT 2023,7.4,106687,,
Sun Oct 22 16:14:08 GMT 2023,7.4,106721,,
Sun Oct 22 16:14:09 GMT 2023,7.4,106859,,
Sun Oct 22 16:14:09 GMT 2023,7.4,110227,,
Sun Oct 22 16:14:10 GMT 2023,7.4,108271,,
Sun Oct 22 16:14:11 GMT 2023,7.4,107980,,
Sun Oct 22 16:14:12 GMT 2023,7.4,108056,,
Sun Oct 22 16:14:12 GMT 2023,7.4,108129,,
Sun Oct 22 16:14:13 GMT 2023,7.4,108181,,
Sun Oct 22 16:14:13 GMT 2023,7.4,108233,,
Sun Oct 22 16:14:14 GMT 2023,7.4,108263,,
Sun Oct 22 16:14:15 GMT 2023,7.4,108337,,
Sun Oct 22 16:14:15 GMT 2023,7.4,111651,,
Sun Oct 22 16:14:16 GMT 2023,7.4,109288,,
Sun Oct 22 16:14:17 GMT 2023,7.4,108965,,
Sun Oct 22 16:14:18 GMT 2023,7.4,110677,,
Sun Oct 22 16:14:18 GMT 2023,7.4,110742,,
Sun Oct 22 16:14:19 GMT 2023,7.4,110795,,
Sun Oct 22 16:14:20 GMT 2023,7.4,110858,,
Sun Oct 22 16:14:20 GMT 2023,7.4,110920,,
Sun Oct 22 16:14:21 GMT 2023,7.4,111100,,
Sun Oct 22 16:14:22 GMT 2023,7.4,114037,,
Sun Oct 22 16:14:22 GMT 2023,7.4,111725,,
Sun Oct 22 16:14:23 GMT 2023,7.4,111371,,
Sun Oct 22 16:14:24 GMT 2023,7.4,111420,,
Sun Oct 22 16:14:24 GMT 2023,7.4,111462,,
Sun Oct 22 16:14:25 GMT 2023,7.4,111505,,
