frame_start,frame_end,frame_time,is_delayed
506834632608657,506834649708521,17099864,True
506836250318776,506836269376135,19057359,True
506835849938840,506835860418597,10479757,False
506834282214739,506834300415867,18201128,True
506835683111949,506835849740135,166628186,True
506832046371333,506832062318715,15947382,False
506831495746562,506831507648100,11901538,False
506830662136060,506830832120485,169984425,True
506834265529494,506834286282713,20753219,True
506831078601266,506831114031254,35429988,True
506831128659238,506831143331562,14672324,False
506831479060592,506831500554946,21494354,True
506832480194859,506832495983715,15788856,False
506832013000791,506832025711715,12710924,False
506839887237024,506839902554056,15317032,False
506830845034764,506830883082331,38047567,True
506834515811989,506834528892636,13080647,False
506836200270963,506836213500366,13229403,False
506832029685980,506832042075253,12389273,False
506831145345116,506831150806100,5460984,False
506834298900554,506834308959867,10059313,False
506831996315044,506832011767253,15452209,False
506834499126660,506834508683829,9557169,False
506839870554219,506839891569132,21014913,True
506830895056744,506831081896831,186840087,True
506832513565588,506832583769792,70204204,True
506834649293749,506834661189790,11896041,False
506832496880728,506832510668984,13788256,False
506832063056783,506832085326446,22269663,True
