frame_start,frame_end,frame_time,is_delayed
506414335859264,506414348995745,13136481,False
506414819658548,506414838235090,18576542,True
506416855042030,506416865833897,10791867,False
506417005187541,506417015371666,10184125,False
506414319177711,506414334611360,15433649,False
506418590053950,506418615555703,25501753,True
506414285812072,506414315311860,29499788,True
506418623419390,506418634700395,11281005,False
506413551758906,506413562807784,11048878,False
506414269129208,506414288160514,19031306,True
506413434974964,506413531235091,96260127,True
506416804993528,506416821954743,16961215,True
506415069935110,506415085587898,15652788,False
506415053251543,506415065721936,12470393,False
506413568442243,506413577157091,8714848,False
506413918787673,506413925061668,6273995,False
506413518392267,506413544773399,26381132,True
506413334874100,506413485071399,150197299,True
506417288794901,506417301852358,13057457,False
506416988504017,506417000890896,12386879,False
506418573371033,506418588655242,15284209,False
506414352542229,506414363512821,10970592,False
506414986491010,506414997143090,10652080,False
506413968836722,506413984878437,16041715,True
506417205380550,506417214977089,9596539,False
506423044437617,506423173652277,129214660,True
506416838359132,506416849713204,11354072,False
506418389858970,506418406845165,16986195,True
