datetime,cpu,mem,,
Sun Oct 22 15:23:11 GMT 2023,20,175588,,190926.2808
Sun Oct 22 15:23:11 GMT 2023,20,190631,,
Sun Oct 22 15:23:12 GMT 2023,20,190983,,
Sun Oct 22 15:23:13 GMT 2023,20,192725,,
Sun Oct 22 15:23:13 GMT 2023,20,192157,,
Sun Oct 22 15:23:14 GMT 2023,20,192771,,
Sun Oct 22 15:23:14 GMT 2023,20,194233,,
Sun Oct 22 15:23:15 GMT 2023,20,203289,,
Sun Oct 22 15:23:16 GMT 2023,20,213301,,
Sun Oct 22 15:23:17 GMT 2023,20,209455,,
Sun Oct 22 15:23:17 GMT 2023,20,207860,,
Sun Oct 22 15:23:18 GMT 2023,20,207906,,
Sun Oct 22 15:23:19 GMT 2023,20,201098,,
Sun Oct 22 15:23:20 GMT 2023,20,201145,,
Sun Oct 22 15:23:21 GMT 2023,20,209459,,
Sun Oct 22 15:23:22 GMT 2023,20,208659,,
Sun Oct 22 15:23:23 GMT 2023,20,209575,,
Sun Oct 22 15:23:24 GMT 2023,20,202250,,
Sun Oct 22 15:23:24 GMT 2023,20,200266,,
Sun Oct 22 15:23:25 GMT 2023,20,200237,,
Sun Oct 22 15:23:26 GMT 2023,20,190623,,
Sun Oct 22 15:23:27 GMT 2023,20,190685,,
Sun Oct 22 15:23:28 GMT 2023,20,191729,,
Sun Oct 22 15:23:28 GMT 2023,20,191040,,
Sun Oct 22 15:23:29 GMT 2023,20,190971,,
Sun Oct 22 15:23:30 GMT 2023,20,191027,,
Sun Oct 22 15:23:30 GMT 2023,20,191072,,
Sun Oct 22 15:23:31 GMT 2023,20,186694,,
Sun Oct 22 15:23:32 GMT 2023,20,186769,,
Sun Oct 22 15:23:33 GMT 2023,20,186828,,
Sun Oct 22 15:23:33 GMT 2023,20,189865,,
Sun Oct 22 15:23:34 GMT 2023,20,187606,,
Sun Oct 22 15:23:35 GMT 2023,20,187265,,
Sun Oct 22 15:23:35 GMT 2023,20,187308,,
Sun Oct 22 15:23:36 GMT 2023,20,187357,,
Sun Oct 22 15:23:37 GMT 2023,20,187406,,
Sun Oct 22 15:23:37 GMT 2023,20,187415,,
Sun Oct 22 15:23:38 GMT 2023,20,187459,,
Sun Oct 22 15:23:39 GMT 2023,20,189388,,
Sun Oct 22 15:23:39 GMT 2023,20,187839,,
Sun Oct 22 15:23:40 GMT 2023,20,187597,,
Sun Oct 22 15:23:41 GMT 2023,20,187887,,
Sun Oct 22 15:23:41 GMT 2023,20,187683,,
Sun Oct 22 15:23:42 GMT 2023,20,187755,,
Sun Oct 22 15:23:43 GMT 2023,20,187796,,
Sun Oct 22 15:23:43 GMT 2023,20,187849,,
Sun Oct 22 15:23:44 GMT 2023,20,190670,,
Sun Oct 22 15:23:45 GMT 2023,20,188387,,
Sun Oct 22 15:23:45 GMT 2023,20,187975,,
Sun Oct 22 15:23:46 GMT 2023,20,188020,,
Sun Oct 22 15:23:47 GMT 2023,20,188044,,
