frame_start,frame_end,frame_time,is_delayed
586252309415132,586252350707524,41292392,True
586253210307242,586253222976561,12669319,False
586253927686036,586253939222946,11536910,False
586253710808430,586253736879907,26071477,True
586252709818133,586252716865677,7047544,False
586253110218841,586253121424138,11205297,False
586251775543932,586251978535793,202991861,True
586253260357627,586253269258292,8900665,False
586253126902119,586253145588408,18686289,True
586253727492203,586253741770292,14278089,False
586252359465840,586252377772947,18307107,True
586253143583654,586253154194446,10610792,False
586253911002589,586253927126599,16124010,True
586253160267246,586253169612754,9345508,False
586252392833059,586252400456062,7623003,False
586252376149042,586252388932639,12783597,False
586252659767132,586252700357523,40590391,True
586253594025586,586253603716138,9690552,False
586251992428291,586252021582255,29153964,True
586252042479046,586252316657254,274178208,True
586253226991092,586253235692523,8701431,False
586252676451115,586252707928408,31477293,True
586253677441894,586253725903792,48461898,True
