frame_start,frame_end,frame_time,is_delayed
587507559131179,587507657572049,98440870,True
587507158737819,587507168849588,10111769,False
587507842746374,587507851849318,9102944,False
587506040958982,587506067591819,26632837,True
587505573823276,587505789396858,215573582,True
587506241159747,587506247337281,6177534,False
587507058638950,587507070083242,11444292,False
587506074326037,587506118442973,44116936,True
587507542448482,587507648987818,106539336,True
587506207792087,587506218385204,10593117,False
587505807391941,587505836240281,28848340,True
587507041956236,587507053732434,11776198,False
587505857442001,587506061646819,204204818,True
587507025272894,587507035388511,10115617,False
587506608192415,587506649059319,40866904,True
587507659229579,587507669546395,10316816,False
587506674925088,587506679867588,4942500,False
587506624875621,587506655931126,31055505,True
587506124376411,587506208338473,83962062,True
587507192103939,587507201420741,9316802,False
