frame_start,frame_end,frame_time,is_delayed
587088547648258,587088558345618,10697360,False
587089098076805,587089106686002,8609197,False
587087429823872,587087442999734,13175862,False
587088814461723,587088832313195,17851472,True
587087479876201,587087495417426,15541225,False
587088364126663,587088377347618,13220955,False
587087363087009,587087418870965,55783956,True
587087446507808,587087461967734,15459926,False
587087913662666,587087934135272,20472606,True
587087096142581,587087127098234,30955653,True
587086862565183,587087083778119,221212936,True
587088480912696,587088490560349,9647653,False
587087346403487,587087366797157,20393670,True
587089114760548,587089121721964,6961416,False
587087146194366,587087357499888,211305522,True
587088831145268,587088928334387,97189119,True
587087896978887,587087920884849,23905962,True
587156781334986,587156907048800,125713814,True
587087947027202,587087952862426,5835224,False
587157148372620,587157154257915,5885295,False
587088380810663,587088393573849,12763186,False
587088797777729,587088812419271,14641542,False
587088397494475,587088407375695,9881220,False
