frame_time
88452473
13261092
163819004
49154024
25108773
11798742
9885049
42013731
62805980
22684698
11683962
9703938
11284190
15551696
11124018
10631910
29920631
90760842
16502741
51395712
9634744
29629814
22214896
9006471
12972610
11737218
23837155
374823256
11798057
12366528
13312739
34102888
13831076
12522127
11659283
40695541
43917034
63278698
420174624
15832566
22459007
36194994
14966774
12501786
13746987
10899581
14956293
16869223
30203621
9405360
16230708
13546390
39177498
23141740
12383671
43849845
12199150
10574459
22083587
15975968
8035655
10871255
18956856
9728970
13353136
299519742
13050418
10367226
17556066
47726110
7780293
11242937
10740060
27181133
50323458
12487682
25650635
12042631
14402731
10106710
15119480
54011451
11757130
16407700
14152624
193310153
12133981
14201721
13017353
11612347
35094576
11230943
12881712
8650574
15636980
11675312
12225173
43996594
15781508
14522239
39113714
10258035
21949181
20271156
39688211
12216112
12344974
14699298
42583475
18625027
31323106
10609230
13775510
12035977
43861344
14927096
17391006
72852904
8912158
14226947
24782321
10087273
13809803
13969356
21001006
9936122
41831452
15067743
12796341
29255970
10017368
19856788
14781145
8506862
11750854
48715575
12626235
65360605
15249771
13034910
12300062
10379324
10326891
13409614
9498202
14735136
20571910
13518120
272317479
9814403
15872947
20684825
10218913
22758463
238466048
16615264
17659374
12023026
14872467
26826713
11465654
15963383
18646006
9766136
13551597
86241175
10032967
269776845
20553784
11409866
21266673
10498408
15945914
11664487
22068241
23260229
18463371
13241506
20297144
47937134
17764207
13649084
17320203
11926480
9919131
15416879
12796968
15779495
38103360
14114203
20696723
203150496
6884006
11053166
10717316
12042262
8978817
12324007
15871920
12795526
16304860
13076894
9741407
18965442
10006188
21566198
22289696
10963249
29380961
11998626
12626728
12998693
21044917
26531816
12987881
21841026
13193559
21885690
9774024
17729999
8592095
14931469
60103458
14247897
12810436
12579881
9568277
13075388
16627122
15125514
18409056
10429487
164145777
21170430
12592539
59761733
32905866
17616847
34563576
14848189
19946195
16943000
15055539
13596762
11193547
11664811
136354465
19075080
12093970
10759469
16410396
18555473
288431487
34835151
13188627
12246839
9916091
11171884
10352375
17324096
17873792
9284189
17216118
19089571
10620781
14876491
20025294
16898527
8471849
36016989
11469713
31848022
7806339
13512671
310098052
13609220
15756628
12409406
18020215
102108584
35826607
11571086
15684046
10733884
12065522
13794546
15198940
17562608
21352010
12406416
13346953
10757814
11682534
10113078
13332609
322816449
18189481
15058248
26657525
14580453
12501570
10994170
88577829
77650830
18415767
10793831
7105147
17639238
19522996
9889924
12246793
10857389
43897514
13174104
21890907
23005726
12331321
9626939
50340901
10605698
114678059
11958416
10622136
43118505
69206588
10580299
80123886
14083764
12877916
14301473
13573401
162439259
23390100
14841006
15018106
14630092
103617247
10993513
24222088
11068581
11599028
9922218
15558908
9044001
27629854
13821093
44211605
12470486
46488569
11303190
13050731
13207087
11120433
35858447
18325360
12292111
13466415
17599821
17971265
16341570
15081611
13902868
11809615
19996019
10810290
13768966
29788139
15415926
11559060
12433502
9774639
14206824
34677207
34849816
20083041
22280827
14728101
20861468
10649517
216813086
13164963
10870966
13087651
6294758
10439547
25068424
14759848
10434204
33770231
9159984
19911170
18535937
17934935
10537022
11882867
16169994
212498973
14662722
33319900
19249228
10390138
11264199
11558232
32999616
20048272
14320429
16393094
9985508
12616226
11190062
14644211
10135997
14041138
9953128
191081245
8907627
9219594
15828746
22535632
22758065
11986352
9027043
13874568
11035776
11845950
11947997
46897932
18141826
11720043
16361444
29487277
12639040
12255521
31838484
20878895
24437930
63931405
10000215
11756946
8004768
14877645
88946631
18907956
14490902
62024974
32669536
166538189
22261479
60527217
29314136
11778762
72962052
13414890
8326514
14917291
9667589
27184255
26502478
24306951
15693886
21867241
13415214
14462499
18243692
8661518
25201940
10950623
26729224
307300256
16018817
26135996
12460926
19568866
10457244
19954574
11880135
9613028
11356080
11372737
13321276
29170465
11850428
30237080
10018318
16461233
12958069
17648018
16901428
12282667
40079617
9840338
218682503
11242416
21991357
40156979
16248907
10543606
9746067
13786646
13871699
54760836
15551546
13372272
69920103
61794874
14798784
16244007
14906850
34228453
9751868
8210830
12189637
51684322
36858983
26686483
23879289
10210361
12511213
39746571
16413330
20169745
17749299
17316748
70220467
13380282
12959175
11554280
19599037
15739737
13668156
16369413
10926573
10429826
79544629
25808121
17020010
18279952
47766050
11907279
24533238
16707389
18680391
8342884
12844561
9184286
468788268
18012829
27065723
31559937
16455215
11904541
55270567
30544911
45225329
9614197
13311823
12104209
15125123
11474207
13780030
16397583
14695506
68147465
422121555
