frame_start,frame_end,frame_time,is_delayed
510552951654581,510553040107054,88452473,True
510570452221141,510570465482233,13261092,False
510556621893470,510556785712474,163819004,True
510569301060172,510569350214196,49154024,True
510569634727769,510569659836542,25108773,True
510572404102413,510572415901155,11798742,False
510573271608336,510573281493385,9885049,False
510569534629080,510569576642811,42013731,True
510566214656218,510566277462198,62805980,True
510568383460729,510568406145427,22684698,True
510557839794396,510557851478358,11683962,False
510572187311448,510572197015386,9703938,False
510557823109783,510557834393973,11284190,False
510553602277973,510553617829669,15551696,False
510553585596381,510553596720399,11124018,False
510569784881016,510569795512926,10631910,False
510556772039689,510556801960320,29920631,True
510552968338365,510553059099207,90760842,True
510553568913120,510553585415861,16502741,True
510551933964996,510551985360708,51395712,True
510569768197528,510569777832272,9634744,False
510556405015083,510556434644897,29629814,True
510557722999731,510557745214627,22214896,True
510573338338030,510573347344501,9006471,False
510554219541058,510554232513668,12972610,False
510572354147168,510572365884386,11737218,False
510552417788822,510552441625977,23837155,True
510551547084260,510551921907516,374823256,True
510552534568035,510552546366092,11798057,False
510572170628204,510572182994732,12366528,False
510572387418685,510572400731424,13312739,False
510567165611002,510567199713890,34102888,True
510573872181809,510573886012885,13831076,False
510554069397003,510554081919130,12522127,False
510557739684190,510557751343473,11659283,False
510569567997001,510569608692542,40695541,True
510569551312392,510569595229426,43917034,True
510569584680344,510569647959042,63278698,True
510552017374622,510552437549246,420174624,True
510573304973627,510573320806193,15832566,False
510552501203855,510552523662862,22459007,True
510552918287213,510552954482207,36194994,True
510572370735343,510572385702117,14966774,False
510569918349102,510569930850888,12501786,False
510572153944399,510572167691386,13746987,False
510573288290997,510573299190578,10899581,False
510573254925554,510573269881847,14956293,False
510556138088751,510556154957974,16869223,True
510554236223816,510554266427437,30203621,True
510556805406306,510556814811666,9405360,False
510569651411872,510569667642580,16230708,True
510553652326894,510553665873284,13546390,False
510552934971017,510552974148515,39177498,True
510552517885275,510552541027015,23141740,True
510569801564447,510569813948118,12383671,False
510552451154901,510552495004746,43849845,True
510557889838515,510557902037665,12199150,False
510569818247659,510569828822118,10574459,False
