frame_start,frame_end,frame_time,is_delayed
509399435254089,509399446723802,11469713,False
509300120940428,509300152788450,31848022,True
509314468500100,509314476306439,7806339,False
509399852325323,509399865837994,13512671,False
509299653826552,509299963924604,310098052,True
509301488907652,509301502516872,13609220,False
509302056230743,509302071987371,15756628,False
509300170988659,509300183398065,12409406,False
509398901398279,509398919418494,18020215,True
509340410665491,509340512774075,102108584,True
509300854971034,509300890797641,35826607,True
509301572321093,509301583892179,11571086,False
509310314343973,509310330028019,15684046,False
509304642126755,509304652860639,10733884,False
509310347710651,509310359776173,12065522,False
509304441928401,509304455722947,13794546,False
509310998344502,509311013543442,15198940,False
509313350712909,509313368275517,17562608,True
509398884715600,509398906067610,21352010,True
509310964977834,509310977384250,12406416,False
509304725543224,509304738890177,13346953,False
509306227005362,509306237763176,10757814,False
509314868901790,509314880584324,11682534,False
509300971750063,509300981863141,10113078,False
509305910013375,509305923345984,13332609,False
509396449005047,509396771821496,322816449,True
509398350859398,509398369048879,18189481,True
509310948294502,509310963352750,15058248,False
509305993450074,509306020107599,26657525,True
509306210322569,509306224903022,14580453,False
509314418451716,509314430953286,12501570,False
509314451817808,509314462811978,10994170,False
509300871653966,509300960231795,88577829,True
509398367542396,509398445193226,77650830,True
509310331026445,509310349442212,18415767,True
509311332010688,509311342804519,10793831,False
509398450959155,509398458064302,7105147,False
509302022860672,509302040499910,17639238,True
509306994421449,509307013944445,19522996,True
509399418570801,509399428460725,9889924,False
509313217244417,509313229491210,12246793,False
509399001495067,509399012352456,10857389,False
509299603778321,509299647675835,43897514,True
509302039543267,509302052717371,13174104,False
509314401768263,509314423659170,21890907,True
509305893330373,509305916336099,23005726,True
509302072913781,509302085245102,12331321,False
509398984812363,509398994439302,9626939,False
509308679392581,509308729733482,50340901,True
509399134959796,509399145565494,10605698,False
509396715942437,509396830620496,114678059,True
509310981661295,509310993619711,11958416,False
509313334029150,509313344651286,10622136,False
509300104257829,509300147376334,43118505,True
509299904065939,509299973272527,69206588,True
509311015027912,509311025608211,10580299,False
509300888336255,509300968460141,80123886,True
509341745339348,509341759423112,14083764,False
509313200560717,509313213438633,12877916,False
509398868032175,509398882333648,14301473,False
509314435134885,509314448708286,13573401,False
509299436948922,509299599388181,162439259,True
509304692175962,509304715566062,23390100,True
509314852218087,509314867059093,14841006,False
509398934763504,509398949781610,15018106,False
509398968129133,509398982759225,14630092,False
509299987479703,509300091096950,103617247,True
509313384079658,509313395073171,10993513,False
509306010130357,509306034352445,24222088,True
509304191679635,509304202748216,11068581,False
509302089597113,509302101196141,11599028,False
509301605686731,509301615608949,9922218,False
509311165176341,509311180735249,15558908,False
509310364395095,509310373439096,9044001,False
509309830522589,509309858152443,27629854,True
