datetime,cpu,mem,,
Tue Oct 17 14:56:49 GMT 2023,5.1,161854,,187688.6795
Tue Oct 17 14:56:50 GMT 2023,5.1,184433,,
Tue Oct 17 14:56:50 GMT 2023,5.1,183486,,
Tue Oct 17 14:56:51 GMT 2023,5.1,188951,,
Tue Oct 17 14:56:52 GMT 2023,5.1,193529,,
Tue Oct 17 14:56:52 GMT 2023,5.1,191284,,
Tue Oct 17 14:56:53 GMT 2023,5.1,203894,,
Tue Oct 17 14:56:54 GMT 2023,5.1,202164,,
Tue Oct 17 14:56:55 GMT 2023,5.1,203137,,
Tue Oct 17 14:56:55 GMT 2023,5.1,202752,,
Tue Oct 17 14:56:56 GMT 2023,5.1,206245,,
Tue Oct 17 14:56:57 GMT 2023,5.1,206587,,
Tue Oct 17 14:56:58 GMT 2023,5.1,202194,,
Tue Oct 17 14:56:59 GMT 2023,5.1,202310,,
Tue Oct 17 14:57:00 GMT 2023,5.1,208779,,
Tue Oct 17 14:57:00 GMT 2023,5.1,207892,,
Tue Oct 17 14:57:01 GMT 2023,5.1,207210,,
Tue Oct 17 14:57:02 GMT 2023,5.1,197981,,
Tue Oct 17 14:57:03 GMT 2023,5.1,197705,,
Tue Oct 17 14:57:04 GMT 2023,5.1,195216,,
Tue Oct 17 14:57:05 GMT 2023,5.1,188173,,
Tue Oct 17 14:57:05 GMT 2023,5.1,188154,,
Tue Oct 17 14:57:06 GMT 2023,5.1,187753,,
Tue Oct 17 14:57:07 GMT 2023,5.1,186578,,
Tue Oct 17 14:57:07 GMT 2023,5.1,186480,,
Tue Oct 17 14:57:08 GMT 2023,5.1,186648,,
Tue Oct 17 14:57:09 GMT 2023,5.1,186702,,
Tue Oct 17 14:57:09 GMT 2023,5.1,182951,,
Tue Oct 17 14:57:10 GMT 2023,5.1,183052,,
Tue Oct 17 14:57:11 GMT 2023,5.1,183082,,
Tue Oct 17 14:57:11 GMT 2023,5.1,183141,,
Tue Oct 17 14:57:12 GMT 2023,5.1,183648,,
Tue Oct 17 14:57:13 GMT 2023,5.1,184023,,
Tue Oct 17 14:57:14 GMT 2023,5.1,183668,,
Tue Oct 17 14:57:14 GMT 2023,5.1,183707,,
Tue Oct 17 14:57:15 GMT 2023,5.1,183767,,
Tue Oct 17 14:57:16 GMT 2023,5.1,183804,,
Tue Oct 17 14:57:16 GMT 2023,5.1,183834,,
Tue Oct 17 14:57:17 GMT 2023,5.1,183886,,
Tue Oct 17 14:57:17 GMT 2023,5.1,183919,,
Tue Oct 17 14:57:18 GMT 2023,5.1,183955,,
Tue Oct 17 14:57:19 GMT 2023,5.1,186960,,
Tue Oct 17 14:57:19 GMT 2023,5.1,184644,,
Tue Oct 17 14:57:20 GMT 2023,5.1,184262,,
Tue Oct 17 14:57:21 GMT 2023,5.1,184407,,
Tue Oct 17 14:57:21 GMT 2023,5.1,184433,,
Tue Oct 17 14:57:22 GMT 2023,5.1,184481,,
Tue Oct 17 14:57:23 GMT 2023,5.1,184543,,
Tue Oct 17 14:57:23 GMT 2023,5.1,184567,,
Tue Oct 17 14:57:24 GMT 2023,5.1,184561,,
