datetime,cpu,mem,,
Tue Oct 17 15:17:38 GMT 2023,2.8,170490,,180463.8366
Tue Oct 17 15:17:38 GMT 2023,2.8,184819,,
Tue Oct 17 15:17:39 GMT 2023,2.8,186820,,
Tue Oct 17 15:17:40 GMT 2023,2.8,188826,,
Tue Oct 17 15:17:40 GMT 2023,40,190714,,
Tue Oct 17 15:17:41 GMT 2023,40,193600,,
Tue Oct 17 15:17:42 GMT 2023,40,204257,,
Tue Oct 17 15:17:42 GMT 2023,40,213299,,
Tue Oct 17 15:17:43 GMT 2023,40,207768,,
Tue Oct 17 15:17:44 GMT 2023,40,208380,,
Tue Oct 17 15:17:45 GMT 2023,40,208401,,
Tue Oct 17 15:17:46 GMT 2023,71,213638,,
Tue Oct 17 15:17:47 GMT 2023,71,209580,,
Tue Oct 17 15:17:48 GMT 2023,71,200659,,
Tue Oct 17 15:17:49 GMT 2023,71,197606,,
Tue Oct 17 15:17:49 GMT 2023,71,195257,,
Tue Oct 17 15:17:50 GMT 2023,71,188884,,
Tue Oct 17 15:17:51 GMT 2023,71,187765,,
Tue Oct 17 15:17:52 GMT 2023,78,179867,,
Tue Oct 17 15:17:53 GMT 2023,78,178864,,
Tue Oct 17 15:17:53 GMT 2023,78,178866,,
Tue Oct 17 15:17:54 GMT 2023,78,178603,,
Tue Oct 17 15:17:55 GMT 2023,78,177665,,
Tue Oct 17 15:17:55 GMT 2023,78,177048,,
Tue Oct 17 15:17:56 GMT 2023,78,176914,,
Tue Oct 17 15:17:57 GMT 2023,78,176949,,
Tue Oct 17 15:17:58 GMT 2023,78,174827,,
Tue Oct 17 15:17:58 GMT 2023,62,174669,,
Tue Oct 17 15:17:59 GMT 2023,62,174689,,
Tue Oct 17 15:18:00 GMT 2023,62,174707,,
Tue Oct 17 15:18:00 GMT 2023,62,177558,,
Tue Oct 17 15:18:01 GMT 2023,62,175460,,
Tue Oct 17 15:18:02 GMT 2023,62,175061,,
Tue Oct 17 15:18:02 GMT 2023,62,175106,,
Tue Oct 17 15:18:03 GMT 2023,62,175167,,
Tue Oct 17 15:18:04 GMT 2023,62,175205,,
Tue Oct 17 15:18:04 GMT 2023,56,175263,,
Tue Oct 17 15:18:05 GMT 2023,56,175287,,
Tue Oct 17 15:18:05 GMT 2023,56,175332,,
Tue Oct 17 15:18:06 GMT 2023,56,175730,,
Tue Oct 17 15:18:07 GMT 2023,56,175934,,
Tue Oct 17 15:18:08 GMT 2023,56,175900,,
Tue Oct 17 15:18:08 GMT 2023,56,175923,,
Tue Oct 17 15:18:09 GMT 2023,56,176248,,
Tue Oct 17 15:18:10 GMT 2023,56,176294,,
Tue Oct 17 15:18:10 GMT 2023,54,176312,,
Tue Oct 17 15:18:11 GMT 2023,54,176370,,
Tue Oct 17 15:18:12 GMT 2023,54,176415,,
