datetime,cpu,mem,,
Tue Oct 17 16:05:47 GMT 2023,3.8,144368,,113394.0075
Tue Oct 17 16:05:48 GMT 2023,3.8,165324,,
Tue Oct 17 16:05:48 GMT 2023,3.8,174355,,
Tue Oct 17 16:05:49 GMT 2023,3.8,179946,,
Tue Oct 17 16:05:50 GMT 2023,3.8,187270,,
Tue Oct 17 16:05:51 GMT 2023,3.8,187535,,
Tue Oct 17 16:05:51 GMT 2023,3.8,188404,,
Tue Oct 17 16:05:52 GMT 2023,3.8,206010,,
Tue Oct 17 16:05:53 GMT 2023,3.8,210891,,
Tue Oct 17 16:05:54 GMT 2023,3.8,203943,,
Tue Oct 17 16:05:54 GMT 2023,3.8,206254,,
Tue Oct 17 16:05:55 GMT 2023,3.8,206961,,
Tue Oct 17 16:05:56 GMT 2023,3.8,207954,,
Tue Oct 17 16:05:57 GMT 2023,3.8,200046,,
Tue Oct 17 16:05:58 GMT 2023,3.8,203689,,
Tue Oct 17 16:05:58 GMT 2023,3.8,200671,,
Tue Oct 17 16:05:59 GMT 2023,3.8,203140,,
Tue Oct 17 16:06:00 GMT 2023,3.8,200774,,
Tue Oct 17 16:06:01 GMT 2023,3.8,205563,,
Tue Oct 17 16:06:01 GMT 2023,3.8,202273,,
Tue Oct 17 16:06:02 GMT 2023,3.8,195953,,
Tue Oct 17 16:06:03 GMT 2023,3.8,194553,,
Tue Oct 17 16:06:03 GMT 2023,3.8,194104,,
Tue Oct 17 16:06:04 GMT 2023,3.8,195298,,
Tue Oct 17 16:06:05 GMT 2023,3.8,196381,,
Tue Oct 17 16:06:06 GMT 2023,3.8,183435,,
Tue Oct 17 16:06:07 GMT 2023,3.8,182563,,
Tue Oct 17 16:06:07 GMT 2023,3.8,163107,,
Tue Oct 17 16:06:08 GMT 2023,3.8,145713,,
Tue Oct 17 16:06:09 GMT 2023,3.8,120402,,
Tue Oct 17 16:06:10 GMT 2023,3.8,105743,,
Tue Oct 17 16:06:11 GMT 2023,3.8,98656,,
Tue Oct 17 16:06:12 GMT 2023,3.8,97636,,
Tue Oct 17 16:06:13 GMT 2023,3.8,92574,,
Tue Oct 17 16:06:14 GMT 2023,3.8,92751,,
