frame_start,frame_end,frame_time,is_delayed
444717927128134,444717936356181,9228047,False
444718360898914,444718463545142,102646228,True
444716759279873,444716800672797,41392924,True
444717960494834,444717974552104,14057270,False
444717159683834,444717182866643,23182809,True
444718344215145,444718363475065,19259920,True
444718027228960,444718044527142,17298182,True
444717076265440,444717087730835,11465395,False
444717943811589,444717969526642,25715053,True
444717526724095,444717548358220,21634125,True
444718043911622,444718052482489,8570867,False
444716809331253,444717083931335,274600082,True
444718461000035,444718480878373,19878338,True
444717092949111,444717136444412,43495301,True
444718744600076,444718757503527,12903451,False
444717510040759,444717527920797,17880038,True
444718093962145,444718103019950,9057805,False
444716525711463,444716746939143,221227680,True
444717143000978,444717157941489,14940511,False
444717193051437,444717199376681,6325244,False
444717560091735,444717565887181,5795446,False
