frame_start,frame_end,frame_time,is_delayed
444307523993553,444307538370821,14377268,False
444308224703774,444308235573743,10869969,False
444307540677092,444307575749051,35071959,True
444308775259381,444308786758820,11499439,False
444307607411873,444307621591859,14179986,False
444308191336682,444308198729320,7392638,False
444309058878440,444309069607858,10729418,False
444309042194906,444309055627089,13432183,False
444307290423316,444307342981398,52558082,True
444308575058368,444308585191628,10133260,False
444307106901753,444307286471744,179569991,True
444309075561516,444309086211166,10649650,False
444309409232857,444309418754396,9521539,False
444307357157550,444307535170782,178013232,True
444307590728520,444307603683551,12955031,False
444308591741579,444308605130781,13389202,False
444307624095453,444307631568705,7473252,False
444308741892291,444308752162089,10269798,False
444308208020392,444308225700743,17680351,True
444309425916680,444309434735973,8819293,False
444308541691244,444308558798166,17106922,True
