frame_start,frame_end,frame_time,is_delayed
438626154283308,438626168973461,14690153,False
438624686157355,438624704431655,18274300,True
438625270057495,438625276442270,6384775,False
438624402547779,438624614093539,211545760,True
438624602742166,438624650000155,47257989,True
438626504610789,438626514951153,10340364,False
438625720494671,438625737486462,16991791,True
438626170965796,438626181002500,10036704,False
438625220008955,438625232407731,12398776,False
438624352498720,438624398043655,45544935,True
438625820590983,438625830222692,9631709,False
438624669474749,438624686512385,17037636,True
438625737177504,438625751554731,14377227,False
438625753860297,438625766507038,12646741,False
438624702839992,438624720624770,17784778,True
438624168984925,438624349098232,180113307,True
438625887322780,438625896280231,8957451,False
438625837274166,438625847020769,9746603,False
438625687129115,438625701997577,14868462,False
438625236692358,438625246844846,10152488,False
