frame_start,frame_end,frame_time,is_delayed
441893716023906,441893747996816,31972910,True
441894633596556,441894643824239,10227683,False
441894600229516,441894625959316,25729800,True
441894616912861,441894630879239,13966378,False
441895584528762,441895596292315,11763553,False
441895617894524,441895683112969,65218445,True
441895117407830,441895132233008,14825178,False
441894033000371,441894080157816,47157445,True
441893766071617,441893962875816,196804199,True
441894083050383,441894120358662,37308279,True
441893982952323,441894031316508,48364185,True
441894133099761,441894141869624,8769863,False
441895601211792,441895614347584,13135792,False
441893949585481,441893969153855,19568374,True
441895784723714,441895794680430,9956716,False
441893465777331,441893698867393,233090062,True
441895000626004,441895008937777,8311773,False
441894566863441,441894572329585,5466144,False
441895017309325,441895030354815,13045490,False
441895150773467,441895160701315,9927848,False
