frame_start,frame_end,frame_time,is_delayed
440669294673924,440669319547154,24873230,True
440670245679424,440670257353422,11673998,False
440668643978881,440668673810577,29831696,True
440668060105521,440668365615039,305509518,True
440669678414142,440669689979038,11564896,False
440669661729323,440669672816307,11086984,False
440668844193793,440668854651231,10457438,False
440670228995299,440670239512845,10517546,False
440669811887768,440669822762576,10874808,False
440669244620552,440669250116884,5496332,False
440670712674334,440670724993537,12319203,False
440669695098237,440669705673961,10575724,False
440669328043288,440669338964961,10921673,False
440669311358265,440669331554538,20196273,True
440668860878062,440668877647231,16769169,True
440669795204277,440669808773461,13569184,False
440668377128988,440668416998000,39869012,True
440668694032915,440668723914808,29881893,True
440670695991703,440670714229422,18237719,True
440668727401985,440668836537577,109135592,True
440668427086662,440668664833039,237746377,True
440668877562566,440668882455077,4892511,False
