frame_start,frame_end,frame_time,is_delayed
593048400221824,593048409703393,9481569,False
593047949706932,593047958142586,8435654,False
593048366772022,593048389253817,22481795,True
593048633772399,593048642954124,9181725,False
593046898683717,593046919436394,20752677,True
593046815268868,593046837589702,22320834,True
593046631757066,593046833944241,202187175,True
593046915366476,593046941890894,26524418,True
593046932050092,593046949657664,17607572,True
593047415857399,593047422651240,6793841,False
593047832927193,593047846921702,13994509,False
593047849610381,593047861312240,11701859,False
593046848634628,593046884095856,35461228,True
593047966389502,593047977433163,11043661,False
593048350089125,593048381093778,31004653,True
593047933023665,593047943896163,10872498,False
593046598391509,593046621672549,23281040,True
593047866292857,593047876204355,9911498,False
593046348152891,593046579327049,231174158,True
593047365810343,593047381295010,15484667,False
