frame_start,frame_end,frame_time,is_delayed
592420061984329,592420313658689,251674360,True
592422314210832,592422321398110,7187278,False
592421062980021,592421087443881,24463860,True
592420328916722,592420359594381,30677659,True
592422180745221,592422192750341,12005120,False
592420378966211,592420584898689,205932478,True
592421730306034,592421740397457,10091423,False
592422164061747,592422174832803,10771056,False
592420645897468,592420677798189,31900721,True
592421129713132,592421136504188,6791056,False
592420579163875,592420627228881,48065006,True
592421646890227,592421658142996,11252769,False
592422063964733,592422073984188,10019455,False
592421630206456,592421641572072,11365616,False
592421079663574,592421092433573,12769999,False
592420679264049,592420691744419,12480370,False
592422330893629,592422337659418,6765789,False
592420695947526,592420707563265,11615739,False
592421763671790,592421772966726,9294936,False
592421713622667,592421725455726,11833059,False
592421596840421,592421608548803,11708382,False
