frame_start,frame_end,frame_time,is_delayed
593255703845881,593255916224976,212379095,True
593257005138299,593257024832513,19694214,True
593255443778421,593255638159514,194381093,True
593257505602931,593257516813705,11210774,False
593257822606308,593257835088359,12482051,False
593255904045989,593255922158283,18112294,True
593257488920675,593257505883821,16963146,True
593255937412511,593255975687283,38274772,True
593255653804213,593255688240284,34436071,True
593256538010072,593256552649552,14639480,False
593257021820900,593257031997167,10176267,False
593257088553426,593257097967013,9413587,False
593256070879160,593256081412783,10533623,False
593257138603317,593257148582167,9978850,False
593256988455064,593256999266552,10811488,False
593256037512379,593256051813630,14301251,False
593257522284892,593257635332859,113047967,True
593257639059024,593257647361551,8302527,False
593256471277030,593256477877745,6600715,False
593256054196116,593256067883899,13687783,False
