frame_start,frame_end,frame_time,is_delayed
593464692452666,593464723735711,31283045,True
593466694385535,593466700849325,6463790,False
593498969327108,593499013980917,44653809,True
593466677702983,593466685874171,8171188,False
593465042807481,593465067900249,25092768,True
593464442204473,593464678656557,236452084,True
593465126221969,593465133626595,7404626,False
593464742502406,593465026044749,283542343,True
593465509923726,593465516181134,6257408,False
593465092855519,593465114807018,21951499,True
593465960356243,593465968542364,8186121,False
593465893625552,593465904886556,11261004,False
593465926990589,593465936613518,9622929,False
593466060448902,593466073816325,13367423,False
593465009441618,593465029460865,20019247,True
593465076172992,593465093897749,17724757,True
593465943673651,593465956392710,12719059,False
593498802503235,593498955191648,152688413,True
593498869236138,593498967215033,97978895,True
593498635675111,593498737490841,101815730,True
593465493240640,593465509791249,16550609,True
593466527561508,593466538624941,11063433,False
593466494196479,593466510380941,16184462,True
593466544243808,593466552900287,8656479,False
593466093814605,593466104723979,10909374,False
