datetime,cpu,mem,,
Mon Oct 16 15:04:54 GMT 2023,12,173325,,156492.3416
Mon Oct 16 15:04:55 GMT 2023,12,186150,,
Mon Oct 16 15:04:55 GMT 2023,12,181788,,
Mon Oct 16 15:04:56 GMT 2023,12,218806,,
Mon Oct 16 15:04:57 GMT 2023,12,199286,,
Mon Oct 16 15:04:58 GMT 2023,12,200616,,
Mon Oct 16 15:04:58 GMT 2023,12,200692,,
Mon Oct 16 15:04:59 GMT 2023,12,200760,,
Mon Oct 16 15:05:00 GMT 2023,12,195760,,
Mon Oct 16 15:05:01 GMT 2023,12,161433,,
Mon Oct 16 15:05:02 GMT 2023,12,158494,,
Mon Oct 16 15:05:02 GMT 2023,12,158976,,
Mon Oct 16 15:05:03 GMT 2023,12,157499,,
Mon Oct 16 15:05:04 GMT 2023,12,155569,,
Mon Oct 16 15:05:04 GMT 2023,12,155434,,
Mon Oct 16 15:05:05 GMT 2023,12,155308,,
Mon Oct 16 15:05:06 GMT 2023,12,154616,,
Mon Oct 16 15:05:06 GMT 2023,12,154303,,
Mon Oct 16 15:05:07 GMT 2023,12,152468,,
Mon Oct 16 15:05:08 GMT 2023,12,152498,,
Mon Oct 16 15:05:09 GMT 2023,12,151326,,
Mon Oct 16 15:05:09 GMT 2023,12,151284,,
Mon Oct 16 15:05:10 GMT 2023,12,151471,,
Mon Oct 16 15:05:11 GMT 2023,12,151477,,
Mon Oct 16 15:05:11 GMT 2023,12,151759,,
Mon Oct 16 15:05:12 GMT 2023,12,151423,,
Mon Oct 16 15:05:13 GMT 2023,12,151441,,
Mon Oct 16 15:05:13 GMT 2023,12,150935,,
Mon Oct 16 15:05:14 GMT 2023,12,150018,,
Mon Oct 16 15:05:15 GMT 2023,12,149662,,
Mon Oct 16 15:05:16 GMT 2023,12,149614,,
Mon Oct 16 15:05:16 GMT 2023,12,149669,,
Mon Oct 16 15:05:17 GMT 2023,12,149749,,
Mon Oct 16 15:05:18 GMT 2023,12,149953,,
Mon Oct 16 15:05:18 GMT 2023,12,149941,,
Mon Oct 16 15:05:19 GMT 2023,12,149761,,
Mon Oct 16 15:05:20 GMT 2023,12,149812,,
Mon Oct 16 15:05:20 GMT 2023,12,149864,,
Mon Oct 16 15:05:21 GMT 2023,12,149900,,
Mon Oct 16 15:05:22 GMT 2023,12,149963,,
Mon Oct 16 15:05:23 GMT 2023,12,150196,,
Mon Oct 16 15:05:23 GMT 2023,12,149993,,
Mon Oct 16 15:05:24 GMT 2023,12,151730,,
Mon Oct 16 15:05:25 GMT 2023,12,151235,,
Mon Oct 16 15:05:25 GMT 2023,12,151243,,
Mon Oct 16 15:05:26 GMT 2023,12,152334,,
Mon Oct 16 15:05:27 GMT 2023,12,152372,,
Mon Oct 16 15:05:27 GMT 2023,12,152422,,
Mon Oct 16 15:05:28 GMT 2023,12,152506,,
Mon Oct 16 15:05:29 GMT 2023,12,152486,,
Mon Oct 16 15:05:29 GMT 2023,12,152520,,
Mon Oct 16 15:05:30 GMT 2023,12,152586,,
Mon Oct 16 15:05:31 GMT 2023,12,152642,,
Mon Oct 16 15:05:32 GMT 2023,12,152709,,
Mon Oct 16 15:05:32 GMT 2023,12,152669,,
Mon Oct 16 15:05:33 GMT 2023,12,152722,,
Mon Oct 16 15:05:34 GMT 2023,12,152741,,
Mon Oct 16 15:05:34 GMT 2023,12,152784,,
Mon Oct 16 15:05:35 GMT 2023,12,152837,,
Mon Oct 16 15:05:36 GMT 2023,12,152871,,
Mon Oct 16 15:05:36 GMT 2023,12,152918,,
Mon Oct 16 15:05:37 GMT 2023,12,152954,,
Mon Oct 16 15:05:38 GMT 2023,12,153026,,
Mon Oct 16 15:05:38 GMT 2023,12,153080,,
Mon Oct 16 15:05:39 GMT 2023,12,153337,,
Mon Oct 16 15:05:40 GMT 2023,12,153175,,
Mon Oct 16 15:05:41 GMT 2023,12,153169,,
Mon Oct 16 15:05:41 GMT 2023,12,153200,,
Mon Oct 16 15:05:42 GMT 2023,12,153256,,
Mon Oct 16 15:05:43 GMT 2023,12,153281,,
Mon Oct 16 15:05:43 GMT 2023,12,153341,,
Mon Oct 16 15:05:44 GMT 2023,12,153504,,
Mon Oct 16 15:05:45 GMT 2023,12,153274,,
Mon Oct 16 15:05:45 GMT 2023,12,153270,,
Mon Oct 16 15:05:46 GMT 2023,12,153249,,
Mon Oct 16 15:05:47 GMT 2023,12,153266,,
Mon Oct 16 15:05:47 GMT 2023,12,153281,,
Mon Oct 16 15:05:48 GMT 2023,12,153337,,
Mon Oct 16 15:05:49 GMT 2023,12,153367,,
Mon Oct 16 15:05:49 GMT 2023,12,153651,,
Mon Oct 16 15:05:50 GMT 2023,12,153481,,
Mon Oct 16 15:05:51 GMT 2023,12,153446,,
Mon Oct 16 15:05:52 GMT 2023,12,154256,,
Mon Oct 16 15:05:52 GMT 2023,12,154289,,
Mon Oct 16 15:05:53 GMT 2023,12,154300,,
Mon Oct 16 15:05:54 GMT 2023,12,155658,,
Mon Oct 16 15:05:54 GMT 2023,12,155739,,
Mon Oct 16 15:05:55 GMT 2023,12,155684,,
Mon Oct 16 15:05:56 GMT 2023,12,156141,,
Mon Oct 16 15:05:56 GMT 2023,12,155972,,
Mon Oct 16 15:05:57 GMT 2023,12,155978,,
Mon Oct 16 15:05:58 GMT 2023,12,156026,,
Mon Oct 16 15:05:58 GMT 2023,12,156033,,
Mon Oct 16 15:05:59 GMT 2023,12,156045,,
Mon Oct 16 15:06:00 GMT 2023,12,155643,,
Mon Oct 16 15:06:00 GMT 2023,12,155674,,
Mon Oct 16 15:06:01 GMT 2023,12,155568,,
Mon Oct 16 15:06:02 GMT 2023,12,155501,,
Mon Oct 16 15:06:02 GMT 2023,12,155207,,
Mon Oct 16 15:06:03 GMT 2023,12,155083,,
Mon Oct 16 15:06:04 GMT 2023,12,155012,,
Mon Oct 16 15:06:04 GMT 2023,12,154942,,
Mon Oct 16 15:06:05 GMT 2023,12,154240,,
Mon Oct 16 15:06:06 GMT 2023,12,153771,,
Mon Oct 16 15:06:06 GMT 2023,12,153128,,
Mon Oct 16 15:06:07 GMT 2023,12,153254,,
Mon Oct 16 15:06:08 GMT 2023,12,152504,,
Mon Oct 16 15:06:08 GMT 2023,12,152401,,
Mon Oct 16 15:06:09 GMT 2023,12,152414,,
Mon Oct 16 15:06:10 GMT 2023,12,152421,,
Mon Oct 16 15:06:10 GMT 2023,12,152147,,
Mon Oct 16 15:06:11 GMT 2023,12,151941,,
Mon Oct 16 15:06:12 GMT 2023,12,151630,,
Mon Oct 16 15:06:12 GMT 2023,12,151199,,
Mon Oct 16 15:06:13 GMT 2023,12,151214,,
Mon Oct 16 15:06:13 GMT 2023,12,150960,,
Mon Oct 16 15:06:14 GMT 2023,12,150874,,
Mon Oct 16 15:06:15 GMT 2023,12,150725,,
Mon Oct 16 15:06:15 GMT 2023,12,150689,,
Mon Oct 16 15:06:16 GMT 2023,12,150665,,
Mon Oct 16 15:06:17 GMT 2023,12,150720,,
Mon Oct 16 15:06:18 GMT 2023,12,150767,,
Mon Oct 16 15:06:18 GMT 2023,12,150826,,
Mon Oct 16 15:06:19 GMT 2023,12,150742,,
Mon Oct 16 15:06:20 GMT 2023,12,150729,,
Mon Oct 16 15:06:20 GMT 2023,12,150759,,
Mon Oct 16 15:06:21 GMT 2023,12,150340,,
Mon Oct 16 15:06:22 GMT 2023,12,150123,,
Mon Oct 16 15:06:22 GMT 2023,12,150158,,
Mon Oct 16 15:06:23 GMT 2023,12,150199,,
Mon Oct 16 15:06:24 GMT 2023,12,150246,,
Mon Oct 16 15:06:24 GMT 2023,12,150810,,
Mon Oct 16 15:06:25 GMT 2023,12,150798,,
Mon Oct 16 15:06:26 GMT 2023,12,150795,,
Mon Oct 16 15:06:26 GMT 2023,12,150783,,
Mon Oct 16 15:06:27 GMT 2023,12,150803,,
Mon Oct 16 15:06:28 GMT 2023,12,150728,,
Mon Oct 16 15:06:28 GMT 2023,12,150714,,
Mon Oct 16 15:06:29 GMT 2023,12,150571,,
Mon Oct 16 15:06:30 GMT 2023,12,150588,,
Mon Oct 16 15:06:30 GMT 2023,12,150271,,
Mon Oct 16 15:06:31 GMT 2023,12,150312,,
Mon Oct 16 15:06:32 GMT 2023,12,150330,,
Mon Oct 16 15:06:32 GMT 2023,12,150398,,
Mon Oct 16 15:06:33 GMT 2023,12,150415,,
Mon Oct 16 15:06:34 GMT 2023,12,150344,,
Mon Oct 16 15:06:35 GMT 2023,12,150334,,
Mon Oct 16 15:06:35 GMT 2023,12,150361,,
Mon Oct 16 15:06:36 GMT 2023,12,150430,,
Mon Oct 16 15:06:37 GMT 2023,12,150462,,
Mon Oct 16 15:06:37 GMT 2023,12,150542,,
Mon Oct 16 15:06:38 GMT 2023,12,150757,,
Mon Oct 16 15:06:39 GMT 2023,12,150662,,
Mon Oct 16 15:06:39 GMT 2023,12,150673,,
Mon Oct 16 15:06:40 GMT 2023,12,150744,,
Mon Oct 16 15:06:41 GMT 2023,12,150778,,
Mon Oct 16 15:06:41 GMT 2023,12,150845,,
Mon Oct 16 15:06:42 GMT 2023,12,150886,,
Mon Oct 16 15:06:43 GMT 2023,12,150934,,
Mon Oct 16 15:06:43 GMT 2023,12,150963,,
Mon Oct 16 15:06:44 GMT 2023,12,151256,,
Mon Oct 16 15:06:45 GMT 2023,12,151102,,
Mon Oct 16 15:06:45 GMT 2023,12,151143,,
Mon Oct 16 15:06:46 GMT 2023,12,151165,,
Mon Oct 16 15:06:47 GMT 2023,12,151239,,
Mon Oct 16 15:06:47 GMT 2023,12,151280,,
Mon Oct 16 15:06:48 GMT 2023,12,151255,,
Mon Oct 16 15:06:49 GMT 2023,12,151211,,
Mon Oct 16 15:06:50 GMT 2023,12,151258,,
Mon Oct 16 15:06:50 GMT 2023,12,151414,,
Mon Oct 16 15:06:51 GMT 2023,12,151295,,
Mon Oct 16 15:06:52 GMT 2023,12,151305,,
Mon Oct 16 15:06:52 GMT 2023,12,151201,,
Mon Oct 16 15:06:53 GMT 2023,12,151257,,
Mon Oct 16 15:06:54 GMT 2023,12,150852,,
Mon Oct 16 15:06:54 GMT 2023,12,151568,,
